Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T17:00+01:00;2026-03-11T18:00+01:00;2026-03-11;17:00;18:00;3;56;100,0;1;1;0;0;100,00;14;42;1;1;3;37;37;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T17:00+01:00;2026-03-11T18:00+01:00;2026-03-11;17:00;18:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T17:00+01:00;2026-03-11T18:00+01:00;2026-03-11;17:00;18:00;Totalt i retning Øst;191;100,0;1;1;0;4;97,91;143;44;1;2;3;38;38;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T17:00+01:00;2026-03-11T18:00+01:00;2026-03-11;17:00;18:00;Totalt;191;100,0;1;1;0;4;97,91;143;44;1;2;3;38;38;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T18:00+01:00;2026-03-11T19:00+01:00;2026-03-11;18:00;19:00;1;97;100,0;1;1;0;2;97,94;90;5;3;1;1;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T18:00+01:00;2026-03-11T19:00+01:00;2026-03-11;18:00;19:00;3;36;100,0;1;1;0;2;94,44;11;23;0;1;2;20;20;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T18:00+01:00;2026-03-11T19:00+01:00;2026-03-11;18:00;19:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T18:00+01:00;2026-03-11T19:00+01:00;2026-03-11;18:00;19:00;Totalt i retning Øst;133;100,0;1;1;0;4;96,99;101;28;3;2;3;20;20;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T18:00+01:00;2026-03-11T19:00+01:00;2026-03-11;18:00;19:00;Totalt;133;100,0;1;1;0;4;96,99;101;28;3;2;3;20;20;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T19:00+01:00;2026-03-11T20:00+01:00;2026-03-11;19:00;20:00;1;86;100,0;1;1;0;0;100,00;85;1;0;1;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T19:00+01:00;2026-03-11T20:00+01:00;2026-03-11;19:00;20:00;3;29;100,0;1;1;0;0;100,00;10;19;0;0;2;17;17;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T19:00+01:00;2026-03-11T20:00+01:00;2026-03-11;19:00;20:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T19:00+01:00;2026-03-11T20:00+01:00;2026-03-11;19:00;20:00;Totalt i retning Øst;115;100,0;1;1;0;0;100,00;95;20;0;1;2;17;17;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T19:00+01:00;2026-03-11T20:00+01:00;2026-03-11;19:00;20:00;Totalt;115;100,0;1;1;0;0;100,00;95;20;0;1;2;17;17;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T20:00+01:00;2026-03-11T21:00+01:00;2026-03-11;20:00;21:00;1;118;100,0;1;1;0;0;100,00;116;2;0;1;1;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T20:00+01:00;2026-03-11T21:00+01:00;2026-03-11;20:00;21:00;3;23;100,0;1;1;0;0;100,00;6;17;0;0;2;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T20:00+01:00;2026-03-11T21:00+01:00;2026-03-11;20:00;21:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T20:00+01:00;2026-03-11T21:00+01:00;2026-03-11;20:00;21:00;Totalt i retning Øst;141;100,0;1;1;0;0;100,00;122;19;0;1;3;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T20:00+01:00;2026-03-11T21:00+01:00;2026-03-11;20:00;21:00;Totalt;141;100,0;1;1;0;0;100,00;122;19;0;1;3;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T21:00+01:00;2026-03-11T22:00+01:00;2026-03-11;21:00;22:00;1;107;100,0;1;1;0;3;97,20;100;4;3;1;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T21:00+01:00;2026-03-11T22:00+01:00;2026-03-11;21:00;22:00;3;28;100,0;1;1;0;0;100,00;10;18;0;1;1;16;16;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T21:00+01:00;2026-03-11T22:00+01:00;2026-03-11;21:00;22:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T21:00+01:00;2026-03-11T22:00+01:00;2026-03-11;21:00;22:00;Totalt i retning Øst;135;100,0;1;1;0;3;97,78;110;22;3;2;1;16;16;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T21:00+01:00;2026-03-11T22:00+01:00;2026-03-11;21:00;22:00;Totalt;135;100,0;1;1;0;3;97,78;110;22;3;2;1;16;16;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T22:00+01:00;2026-03-11T23:00+01:00;2026-03-11;22:00;23:00;1;61;100,0;1;1;0;0;100,00;60;1;1;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T22:00+01:00;2026-03-11T23:00+01:00;2026-03-11;22:00;23:00;3;34;100,0;1;1;0;2;94,12;15;17;0;0;2;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T22:00+01:00;2026-03-11T23:00+01:00;2026-03-11;22:00;23:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T22:00+01:00;2026-03-11T23:00+01:00;2026-03-11;22:00;23:00;Totalt i retning Øst;95;100,0;1;1;0;2;97,89;75;18;1;0;2;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T22:00+01:00;2026-03-11T23:00+01:00;2026-03-11;22:00;23:00;Totalt;95;100,0;1;1;0;2;97,89;75;18;1;0;2;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T23:00+01:00;2026-03-12T00:00+01:00;2026-03-11;23:00;00:00;1;52;100,0;1;1;0;0;100,00;47;5;2;2;0;1;1;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T23:00+01:00;2026-03-12T00:00+01:00;2026-03-11;23:00;00:00;3;33;100,0;1;1;0;1;96,97;16;16;0;0;2;14;14;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T23:00+01:00;2026-03-12T00:00+01:00;2026-03-11;23:00;00:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T23:00+01:00;2026-03-12T00:00+01:00;2026-03-11;23:00;00:00;Totalt i retning Øst;85;100,0;1;1;0;1;98,82;63;21;2;2;2;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-11T23:00+01:00;2026-03-12T00:00+01:00;2026-03-11;23:00;00:00;Totalt;85;100,0;1;1;0;1;98,82;63;21;2;2;2;15;15;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T00:00+01:00;2026-03-12T01:00+01:00;2026-03-12;00:00;01:00;1;29;100,0;1;1;0;0;100,00;28;1;1;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T00:00+01:00;2026-03-12T01:00+01:00;2026-03-12;00:00;01:00;3;18;100,0;1;1;0;0;100,00;3;15;0;0;2;13;13;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T00:00+01:00;2026-03-12T01:00+01:00;2026-03-12;00:00;01:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T00:00+01:00;2026-03-12T01:00+01:00;2026-03-12;00:00;01:00;Totalt i retning Øst;47;100,0;1;1;0;0;100,00;31;16;1;0;2;13;13;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T00:00+01:00;2026-03-12T01:00+01:00;2026-03-12;00:00;01:00;Totalt;47;100,0;1;1;0;0;100,00;31;16;1;0;2;13;13;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T01:00+01:00;2026-03-12T02:00+01:00;2026-03-12;01:00;02:00;1;19;100,0;1;1;0;0;100,00;19;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T01:00+01:00;2026-03-12T02:00+01:00;2026-03-12;01:00;02:00;3;9;100,0;1;1;0;0;100,00;8;1;0;0;0;1;1;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T01:00+01:00;2026-03-12T02:00+01:00;2026-03-12;01:00;02:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T01:00+01:00;2026-03-12T02:00+01:00;2026-03-12;01:00;02:00;Totalt i retning Øst;28;100,0;1;1;0;0;100,00;27;1;0;0;0;1;1;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T01:00+01:00;2026-03-12T02:00+01:00;2026-03-12;01:00;02:00;Totalt;28;100,0;1;1;0;0;100,00;27;1;0;0;0;1;1;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T02:00+01:00;2026-03-12T03:00+01:00;2026-03-12;02:00;03:00;1;11;100,0;1;1;0;0;100,00;11;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T02:00+01:00;2026-03-12T03:00+01:00;2026-03-12;02:00;03:00;3;2;100,0;1;1;0;0;100,00;2;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T02:00+01:00;2026-03-12T03:00+01:00;2026-03-12;02:00;03:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T02:00+01:00;2026-03-12T03:00+01:00;2026-03-12;02:00;03:00;Totalt i retning Øst;13;100,0;1;1;0;0;100,00;13;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T02:00+01:00;2026-03-12T03:00+01:00;2026-03-12;02:00;03:00;Totalt;13;100,0;1;1;0;0;100,00;13;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T03:00+01:00;2026-03-12T04:00+01:00;2026-03-12;03:00;04:00;1;12;100,0;1;1;0;0;100,00;12;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T03:00+01:00;2026-03-12T04:00+01:00;2026-03-12;03:00;04:00;3;4;100,0;1;1;0;0;100,00;4;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T03:00+01:00;2026-03-12T04:00+01:00;2026-03-12;03:00;04:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T03:00+01:00;2026-03-12T04:00+01:00;2026-03-12;03:00;04:00;Totalt i retning Øst;16;100,0;1;1;0;0;100,00;16;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T03:00+01:00;2026-03-12T04:00+01:00;2026-03-12;03:00;04:00;Totalt;16;100,0;1;1;0;0;100,00;16;0;0;0;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T04:00+01:00;2026-03-12T05:00+01:00;2026-03-12;04:00;05:00;1;14;100,0;1;1;0;0;100,00;10;4;2;1;0;1;1;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T04:00+01:00;2026-03-12T05:00+01:00;2026-03-12;04:00;05:00;3;8;100,0;1;1;0;0;100,00;5;3;1;0;0;2;2;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T04:00+01:00;2026-03-12T05:00+01:00;2026-03-12;04:00;05:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T04:00+01:00;2026-03-12T05:00+01:00;2026-03-12;04:00;05:00;Totalt i retning Øst;22;100,0;1;1;0;0;100,00;15;7;3;1;0;3;3;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T04:00+01:00;2026-03-12T05:00+01:00;2026-03-12;04:00;05:00;Totalt;22;100,0;1;1;0;0;100,00;15;7;3;1;0;3;3;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T05:00+01:00;2026-03-12T06:00+01:00;2026-03-12;05:00;06:00;1;19;100,0;1;1;0;0;100,00;16;3;1;0;0;2;2;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T05:00+01:00;2026-03-12T06:00+01:00;2026-03-12;05:00;06:00;3;7;100,0;1;1;0;0;100,00;4;3;0;0;0;3;3;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T05:00+01:00;2026-03-12T06:00+01:00;2026-03-12;05:00;06:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T05:00+01:00;2026-03-12T06:00+01:00;2026-03-12;05:00;06:00;Totalt i retning Øst;26;100,0;1;1;0;0;100,00;20;6;1;0;0;5;5;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T05:00+01:00;2026-03-12T06:00+01:00;2026-03-12;05:00;06:00;Totalt;26;100,0;1;1;0;0;100,00;20;6;1;0;0;5;5;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T06:00+01:00;2026-03-12T07:00+01:00;2026-03-12;06:00;07:00;1;35;100,0;1;1;0;0;100,00;31;4;1;3;0;0;0;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T06:00+01:00;2026-03-12T07:00+01:00;2026-03-12;06:00;07:00;3;21;100,0;1;1;0;0;100,00;3;18;1;0;3;14;14;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T06:00+01:00;2026-03-12T07:00+01:00;2026-03-12;06:00;07:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T06:00+01:00;2026-03-12T07:00+01:00;2026-03-12;06:00;07:00;Totalt i retning Øst;56;100,0;1;1;0;0;100,00;34;22;2;3;3;14;14;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T06:00+01:00;2026-03-12T07:00+01:00;2026-03-12;06:00;07:00;Totalt;56;100,0;1;1;0;0;100,00;34;22;2;3;3;14;14;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T07:00+01:00;2026-03-12T08:00+01:00;2026-03-12;07:00;08:00;1;53;100,0;1;1;0;0;100,00;41;12;4;0;1;7;7;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T07:00+01:00;2026-03-12T08:00+01:00;2026-03-12;07:00;08:00;3;34;100,0;1;1;0;0;100,00;5;29;0;1;2;26;26;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T07:00+01:00;2026-03-12T08:00+01:00;2026-03-12;07:00;08:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T07:00+01:00;2026-03-12T08:00+01:00;2026-03-12;07:00;08:00;Totalt i retning Øst;87;100,0;1;1;0;0;100,00;46;41;4;1;3;33;33;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T07:00+01:00;2026-03-12T08:00+01:00;2026-03-12;07:00;08:00;Totalt;87;100,0;1;1;0;0;100,00;46;41;4;1;3;33;33;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T08:00+01:00;2026-03-12T09:00+01:00;2026-03-12;08:00;09:00;1;70;100,0;1;1;0;1;98,57;56;13;4;4;2;3;3;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T08:00+01:00;2026-03-12T09:00+01:00;2026-03-12;08:00;09:00;3;41;100,0;1;1;0;2;95,12;6;33;0;2;2;29;29;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T08:00+01:00;2026-03-12T09:00+01:00;2026-03-12;08:00;09:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T08:00+01:00;2026-03-12T09:00+01:00;2026-03-12;08:00;09:00;Totalt i retning Øst;111;100,0;1;1;0;3;97,30;62;46;4;6;4;32;32;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T08:00+01:00;2026-03-12T09:00+01:00;2026-03-12;08:00;09:00;Totalt;111;100,0;1;1;0;3;97,30;62;46;4;6;4;32;32;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T09:00+01:00;2026-03-12T10:00+01:00;2026-03-12;09:00;10:00;1;84;100,0;1;1;0;0;100,00;72;12;5;4;1;2;2;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T09:00+01:00;2026-03-12T10:00+01:00;2026-03-12;09:00;10:00;3;32;100,0;1;1;0;0;100,00;8;24;0;1;2;21;21;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T09:00+01:00;2026-03-12T10:00+01:00;2026-03-12;09:00;10:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T09:00+01:00;2026-03-12T10:00+01:00;2026-03-12;09:00;10:00;Totalt i retning Øst;116;100,0;1;1;0;0;100,00;80;36;5;5;3;23;23;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T09:00+01:00;2026-03-12T10:00+01:00;2026-03-12;09:00;10:00;Totalt;116;100,0;1;1;0;0;100,00;80;36;5;5;3;23;23;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T10:00+01:00;2026-03-12T11:00+01:00;2026-03-12;10:00;11:00;1;100;100,0;1;1;0;1;99,00;84;15;10;3;0;2;2;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T10:00+01:00;2026-03-12T11:00+01:00;2026-03-12;10:00;11:00;3;25;100,0;1;1;0;0;100,00;6;19;0;1;2;16;16;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T10:00+01:00;2026-03-12T11:00+01:00;2026-03-12;10:00;11:00;Totalt i retning Vest;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T10:00+01:00;2026-03-12T11:00+01:00;2026-03-12;10:00;11:00;Totalt i retning Øst;125;100,0;1;1;0;1;99,20;90;34;10;4;2;18;18;0
80769V2460281;Dr. Eufemias Gt. Østgående Datter;EV18 S55D10 m688;2026-03-12T10:00+01:00;2026-03-12T11:00+01:00;2026-03-12;10:00;11:00;Totalt;125;100,0;1;1;0;1;99,20;90;34;10;4;2;18;18;0